"0909.5451","S. Fournais","S. Fournais and A. Kachmar","Nucleation of bulk superconductivity close to critical magnetic field",,,"10.1142/9789814304634_0058",,"math-ph math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We consider the two-dimensional Ginzburg-Landau functional with constant
applied magnetic field. For applied magnetic fields close to the second
critical field $H_{C_2}$ and large Ginzburg-Landau parameter, we provide
leading order estimates on the energy of minimizing configurations. We obtain a
fine threshold value of the applied magnetic field for which bulk
superconductivity contributes to the leading order of the energy. Furthermore,
the energy of the bulk is related to that of the Abrikosov problem in a
periodic lattice. A key ingredient of the proof is a novel $L^\infty$-bound
which is of independent interest.
","[{""version"":""v1"",""created"":""Wed, 30 Sep 2009 18:55:48 GMT""}]","2017-08-23"
"0909.5461","Rainer Kaltenbaek","Nathan Killoran, Devon N. Biggerstaff, Rainer Kaltenbaek, Kevin J.
  Resch, and Norbert L\""utkenhaus","Derivation and experimental test of fidelity benchmarks for remote
  preparation of arbitrary qubit states","13 pages, 7 figures, comments are welcome","Phys. Rev. A 81, 012334 (2010)","10.1103/PhysRevA.81.012334",,"quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Remote state preparation (RSP) is the act of preparing a quantum state at a
remote location without actually transmitting the state itself. Using at most
two classical bits and a single shared maximally entangled state, one can in
theory remotely prepare any qubit state with certainty and with perfect
fidelity. However, in any experimental implementation the average fidelity
between the target and output states cannot be perfect. In order for an RSP
experiment to demonstrate genuine quantum advantages, it must surpass the
optimal threshold of a comparable classical protocol. Here we study the
fidelity achievable by RSP protocols lacking shared entanglement, and determine
the optimal value for the average fidelity in several different cases. We
implement an experimental scheme for deterministic remote preparation of
arbitrary photon polarization qubits, preparing 178 different pure and mixed
qubit states with an average fidelity of 0.995. Our experimentally-achieved
average fidelities surpass our derived classical thresholds whenever the
classical protocol does not trivially allow for perfect RSP.
","[{""version"":""v1"",""created"":""Wed, 30 Sep 2009 16:28:12 GMT""}]","2010-05-12"
"0909.5470","Mu-Chun Chen","Mu-Chun Chen, K.T. Mahanthappa","A Novel Origin of CP Violation","4 pages; based on talk presented at the 17th International Conference
  on Supersymmetry and the Unification of Fundamental Interactions (SUSY09),
  Boston, MA, June 5-10, 2009","AIP Conf.Proc.1200:896-899,2010","10.1063/1.3327756","COLO-HEP-551, UCI-TR-2009-17","hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We propose the complex group theoretical Clebsch-Gordon coefficients as a
novel origin of CP violation. This is manifest in our model based on SU(5)
combined with the double tetrahedral group, T'. Due to the presence of the
doublet representations in $T^{\prime}$, there exist complex CG coefficients,
leading to explicit CP violation in the model, while the Yukawa couplings and
the vacuum expectation of the scalar fields remain real. The tri-bimaximal
neutrino mixing matrix arises from the CG coefficients of the T'. In addition
to the prediction for theta_{13} ~ theta_{c}/(3 sqrt{2}), the model gives rise
to a sum rule, tan^2 theta_{sol} ~ \tan^2 theta_{sol,TBM} + (1/2) theta_{c}
cos(delta), which is a consequence of the Georgi-Jarlskog relations in the
charged fermion sector. The leptonic Dirac CP violating phase, delta_{ell}, is
predicted to be ~227^{o}, which turns out to be the value needed to account for
the difference between the experimental best fit value for the solar mixing
angle and the TBM prediction. The predicted CP violation measures in the quark
sector are also consistent with the current experimental data.
","[{""version"":""v1"",""created"":""Wed, 30 Sep 2009 19:47:10 GMT""}]","2015-05-14"
"0909.5472","Mu-Chun Chen","Mu-Chun Chen, K.T. Mahanthappa, Felix Yu","A Viable Flavor Model for Quarks and Leptons in RS with T' Family
  Symmetry","4 pages; based on talk presented at the 17th International Conference
  on Supersymmetry and the Unification of Fundamental Interactions (SUSY09),
  Boston, MA, June 5-10, 2009","AIP Conf.Proc.1200:623-626,2010","10.1063/1.3327688","COLO-HEP-552, UCI-TR-2009-18","hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We propose a Randall-Sundrum model with a bulk family symmetry based on the
double tetrahedral group, T', which generates the tri-bimaximal neutrino mixing
pattern and a realistic CKM matrix. The T' symmetry forbids tree-level
flavor-changing-neutral-currents in both the quark and lepton sectors, as
different generations of fermions are unified into multiplets of T'. This
results in a low first KK mass scale and thus the model can be tested at
collider experiments.
","[{""version"":""v1"",""created"":""Wed, 30 Sep 2009 19:55:57 GMT""}]","2015-05-14"
"0909.5499","Markus A. Luty","Yi Cai, David E. Kaplan, Markus A. Luty","Leptonic Indirect Detection Signals from Strongly Interacting Asymmetric
  Dark Matter","4 pages, revtex, 1 figure; v2: corrected discussion of relic density,
  bounds on dark matter Majorana mass",,,,"hep-ph astro-ph.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Particles with TeV mass and strong self-interactions generically have the
right annihilation cross section to explain an observed excess of cosmic
electrons and positrons if the end-product of the annihilation is charged
leptons. We present an explicit model of strongly-coupled TeV-scale dark matter
whose relic abundance related to the matter-antimatter asymmetry of the
observed universe. The B - L asymmetry of the standard model is transfered to
the dark sector by an operator carrying standard model lepton number. Lepton
number violation naturally induces dark matter particle-antiparticle
oscillations at late times, allowing dark matter-antimatter annihilations
today. The dark matter annihilates into lighter strongly-interacting particles
in the dark sector that decay to leptons via the transfer operator. The strong
dynamics in the dark sector is at the weak scale due to supersymmetry breaking.
The correct dark matter abundance is automatically obtained for natural values
of dimensionless parameters, analogous to the situation for conventional WIMPs.
","[{""version"":""v1"",""created"":""Wed, 30 Sep 2009 19:20:29 GMT""},{""version"":""v2"",""created"":""Wed, 30 Sep 2009 22:26:53 GMT""},{""version"":""v3"",""created"":""Wed, 11 Aug 2010 17:09:57 GMT""}]","2010-08-12"
"0909.5539","Francisco Lobo","Francisco S. N. Lobo, Miguel A. Oliveira","Wormhole geometries in f(R) modified theories of gravity","9 pages, 4 figures. V2: References and discussion on Brans-Dicke
  wormholes added, to appear in Phys.Rev.D","Phys.Rev.D80:104012,2009","10.1103/PhysRevD.80.104012",,"gr-qc astro-ph.HE hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this work, we construct traversable wormhole geometries in the context of
f(R) modified theories of gravity. We impose that the matter threading the
wormhole satisfies the energy conditions, so that it is the effective
stress-energy tensor containing higher order curvature derivatives that is
responsible for the null energy condition violation. Thus, the higher order
curvature terms, interpreted as a gravitational fluid, sustain these
non-standard wormhole geometries, fundamentally different from their
counterparts in general relativity. In particular, by considering specific
shape functions and several equations of state, exact solutions for f(R) are
found.
","[{""version"":""v1"",""created"":""Wed, 30 Sep 2009 17:06:35 GMT""},{""version"":""v2"",""created"":""Tue, 20 Oct 2009 05:45:01 GMT""}]","2009-11-12"
"0909.5597","Enkhbat Tsedenbaljir","Ts. Enkhbat","SU(5) unification for Yukawas through SUSY threshold effects","22 pages in Latex, 1 figure",,,,"hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  It is well known that the supersymmetric finite threshold effects can induce
substantial corrections to the Standard Model fermion masses. This opens an
alternative possibility to correct the problematic mass ratios of the lighter
generations within the minimal SU(5) GUT. We show that with large soft
A--terms, one can achieve simple unification for lighter generations without
additional Higgs multiplet, while having sfermions lighter than 1 TeV. The
presence of such large A--terms will distort the sfermion mass spectrum upon
running from GUT scale down to the electroweak scale making it distinct from
the universal SUSY breaking sector, especially in the first two generations.
The implications of these splittings are studied in K and D meson oscillations
and in rare processes D^+ -> pi^+ nu anti-nu and K^+ -> pi^+ nu anti-nu, and in
the latter case the effect is found to be important.
","[{""version"":""v1"",""created"":""Wed, 30 Sep 2009 17:07:03 GMT""}]","2009-10-01"
"0909.5617","Balt van Rees","Kostas Skenderis, Marika Taylor, Balt C. van Rees","AdS boundary conditions and the Topologically Massive Gravity/CFT
  correspondence","10 pages, proceedings for XXV Max Born Symposium, talks given at
  Johns Hopkins workshop and Holographic Cosmology workshop at Perimeter
  Institute; v2: added references",,"10.1063/1.3284393","ITFA-25","hep-th gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The AdS/CFT correspondence provides a new perspective on recurrent questions
in General Relativity such as the allowed boundary conditions at infinity and
the definition of gravitational conserved charges. Here we review the main
insights obtained in this direction over the last decade and apply the new
techniques to Topologically Massive Gravity. We show that this theory is dual
to a non-unitary CFT for any value of its parameter mu and becomes a
Logarithmic CFT at mu = 1.
","[{""version"":""v1"",""created"":""Wed, 30 Sep 2009 17:32:38 GMT""},{""version"":""v2"",""created"":""Tue, 11 May 2010 13:29:08 GMT""}]","2015-05-14"
"0909.5627","Albert Villanova del Moral","Albert Villanova del Moral","Lepton flavour violating slepton decays to test type-I and II seesaw at
  the LHC","4 pages; to appear in the proceedings of the 17th International
  Conference on Supersymmetry and the Unification of Fundamental Interactions
  (SUSY09), Boston (MA), USA, 5-10 Jun 2009","AIP Conf.Proc.1200:892-895,2010","10.1063/1.3327755",,"hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Searches at the LHC of lepton flavour violation (LFV) in slepton decays can
indirectly test both type-I and II seesaw mechanisms. Assuming universal
flavour-blind boundary conditions, LFV in the neutrino sector is related to LFV
in the slepton sector by means of the renormalization group equations. Ratios
of LFV slepton decay rates result to be a very effective way to extract the
imprint left by the neutrino sector. Some neutrino scenarios within the type-I
seesaw mechanism are studied. Moreover, for both type-I and II seesaw
mechanisms, a scan over the minimal supergravity parameter space is performed
to estimate how large LFV slepton decay rates can be, while respecting current
low-energy constraints.
","[{""version"":""v1"",""created"":""Wed, 30 Sep 2009 17:57:25 GMT""}]","2015-05-14"
"0909.5647","Joseph Walding","Jose Luis Alcaraz-Aunion, Joseph Walding","Measurement of the muon-neutrino charged-current quasi-elastic
  cross-section in the SciBooNE experiment","Proceeding for a talk given at the NuInt'09 conference. 6 pages, 10
  figures",,"10.1063/1.3274145",,"hep-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  SciBooNE is a neutrino and anti-neutrino cross-section experiment at
Fermilab, USA. The SciBooNE experiment is summarised and two independent CCQE
analyses are described. For one of the analyses, an absolute muon-neutrino CCQE
cross-section in the neutrino energy region (0.6-1.6) GeV is shown and the
technique developed for such a purpose is also explained. The total
cross-section measured over this energy range agrees well with expectations,
based on the NEUT event generator and using a value of 1.21 GeV for the CCQE
axial mass.
","[{""version"":""v1"",""created"":""Wed, 30 Sep 2009 16:26:11 GMT""}]","2015-05-14"
